time,ambient_temperature,irradiance_diffuse,heat_demand[1].unscaled_power,cold_demand[1].unscaled_power,electrical_demand[1].unscaled_power,irradiance_direct,photovoltaic[1].normalized_power
180000,11.60545320100768,0.0,9.540838637976115,0.6893631827184432,1.0009621406820293,0.0,0.0
183600,11.218177795627168,0.0,10.602314651729323,0.6893631827184432,1.0009621406820293,0.0,0.0
187200,11.249523846715405,0.010172674980001344,10.505816832297214,0.5920223870388325,1.0009621406820293,0.0,0.0020392078169771577
190800,13.20005715475459,0.06307058487600832,10.698812471161432,0.5920223870388325,1.201603567803382,0.048984611535652124,0.08870554003850635
194400,15.381135612733079,0.09867494730601305,11.663790665482528,0.5920223870388325,1.8035278491674405,0.20206152258456503,0.2599989966645876
198000,18.313508133890995,0.1607282646840212,9.251345179679788,0.6893631827184432,2.5057728440921756,0.24186151945728232,0.3446261210691396
201600,20.23168422790361,0.2248161170580297,8.67235826308713,2.538838300631049,2.907055698334881,0.1959384461426085,0.35584176406251405
205200,21.260036936185536,0.26448954948003495,7.417886610469703,3.6095870531067686,2.7064142712135286,0.1908358824409781,0.3833710695917057
208800,21.728205376632477,0.2828003644440374,6.838899693877046,4.193631827184434,2.7064142712135286,0.15511793652956504,0.368077010964377
212400,22.195362654141086,0.2858521669380378,7.031895332741263,5.167039783980542,3.0073764118955575,0.1643025511924998,0.37725344614077416
216000,22.507812002085156,0.272627689464036,6.838899693877046,5.7510845580582055,3.3083385525775872,0.1745076785957607,0.3741946344153084
219600,22.44107524815535,0.24109239702603186,6.163414957852279,5.167039783980542,3.0073764118955575,0.15001537282793462,0.3272928546248338
223200,22.183228698881116,0.19633262711402594,6.452908416148605,5.653743762378595,3.0073764118955575,0.1510358855682607,0.29058711391924497
226800,21.688770022037595,0.1414001822220187,6.645904055012825,5.361721375339762,3.0073764118955575,0.11531793965684771,0.21309721687411293
230400,20.791868495738605,0.08341593483601104,6.742401874444935,4.290972622864043,2.907055698334881,0.03163589495010866,0.08870554003850635
234000,19.166929653841787,0.017293547466002285,7.3213887910375925,2.7335198919902703,3.0073764118955575,0.0,0.006117623450931473
237600,17.256842863335816,0.0,7.803877888198142,1.9547935265533842,3.5089799796989394,0.0,0.0
241200,16.507571126033053,0.0,9.733834276840335,1.8574527308737734,3.910262833941645,0.0,0.0
244800,15.951431509951378,0.0,10.602314651729323,1.7601119351941623,3.8099421203809687,0.0,0.0
248400,15.529776564667642,0.0,11.277799387754088,1.46808954815533,3.7096214068202924,0.0,0.0
252000,15.255751408380117,0.0,7.900375707630252,1.2734079567961085,3.3083385525775872,0.0,0.0
255600,14.691522488791803,0.0,6.935397513309153,0.9813855697572758,2.3051314169708226,0.0,0.0
259200,1.2713679712718413,0.0,25.848970122002648,0.3,1.7032071356067642,0.0,0.0
262800,1.3623726357215704,0.0,24.787494108249444,0.3,1.5025657084854112,0.0,0.0
266400,1.4634889295546016,0.0,24.401502830521004,0.3,1.4022449949247346,0.0,0.0
270000,1.5534824310659996,0.0,23.533022455632018,0.3,1.201603567803382,0.0,0.0
273600,1.6121298814891587,0.0,27.585930871780626,0.3,1.4022449949247346,0.0,0.0
277200,1.6798777983572903,0.0,37.42870845385581,0.3,1.7032071356067642,0.0,0.0
280800,1.871998756640048,0.0010172674980001345,57.98274399289516,0.3,3.0073764118955575,0.0,0.0
284400,2.3290444047653525,0.023397152454003093,52.67536392412914,0.3,3.8099421203809687,0.0030615382209782578,0.014274454718840104
288000,3.3685199053689185,0.06917418986400914,42.3500972448934,0.3,3.7096214068202924,0.0142871783645652,0.06525465014326905
291600,4.546524728523737,0.1118994247800148,39.16566920363378,0.3,3.7096214068202924,0.03469743317108692,0.1254112807440952
295200,5.922717487591297,0.13834837972801828,35.78824552350995,0.3,3.7096214068202924,0.058169226198586894,0.17333266444305842
298800,6.967248802886516,0.1536073921980203,36.3672324401026,0.3,4.1109042610629976,0.10613332499391293,0.2314500872269074
302400,7.387892585231927,0.12919297224601706,32.989808759978764,0.3,4.1109042610629976,0.06939486634217384,0.17333266444305842
306000,7.366658163526991,0.09867494730601305,35.01626296805307,0.3,4.512187115305704,0.05918973893891299,0.13458771592049243
309600,6.427287793818126,0.05493244489200726,33.18280439884298,0.3,3.7096214068202924,0.04796409879532603,0.08258791658757489
313200,4.471698671087295,0.005086337490000672,37.3322106344237,0.3,3.7096214068202924,0.0030615382209782578,0.0010196039084885789
316800,3.822532064679231,0.0,35.20925860691728,0.3,3.408659266138263,0.0,0.0
320400,3.574797144788305,0.0,39.26216702306589,0.3,3.8099421203809687,0.0,0.0
324000,3.62939994345814,0.0,44.56954709183193,0.3,5.013790683109086,0.0,0.0
327600,3.4807589915235844,0.0,46.21001002217779,0.3,5.314752823791115,0.0,0.0
331200,3.3796426976905543,0.0,45.72752092501725,0.3,5.114111396669762,0.0,0.0
334800,3.34425199484899,0.0,44.955538369560365,0.3,4.8131492559877325,0.0,0.0
338400,3.2451580268926223,0.0,28.26141560780539,0.3,4.211224974623674,0.0,0.0
342000,3.0469700909798787,0.0,24.594498469385226,0.3,3.2080178390169105,0.0,0.0
345600,22.622,0.0,3.2,11.1,1.2,0.0,0.0
349200,22.018,0.0,2.8000000000000003,8.5,1.0,0.0,0.0
352800,21.397999999999996,0.001,2.4,6.6000000000000005,0.9000000000000001,0.0,0.0
356400,21.735999999999997,0.032,2.4,6.7,0.9000000000000001,0.0,0.017
360000,23.176,0.073,2.8000000000000003,7.8,0.9000000000000001,0.0,0.05
363600,24.976999999999997,0.091,3.7,9.5,1.2,0.117,0.168
367200,28.231,0.103,6.0,12.1,1.8000000000000003,0.297,0.324
370800,32.173,0.11,5.8999999999999995,14.9,2.4,0.48700000000000004,0.467
374400,34.645,0.11599999999999999,6.0,21.6,3.0,0.655,0.58
378000,36.033,0.125,4.9,23.3,2.7,0.763,0.65
381600,37.051,0.131,4.8,27.8,2.8000000000000003,0.8220000000000001,0.685
385200,37.668,0.135,4.5,29.6,2.8000000000000003,0.8210000000000001,0.684
388800,37.766999999999996,0.14,4.3,30.3,2.9000000000000004,0.742,0.64
392400,37.294,0.14100000000000001,4.2,31.999999999999996,3.1,0.622,0.566
396000,36.34,0.133,4.0,29.7,2.6,0.47700000000000004,0.467
399600,35.118,0.119,4.1,30.900000000000002,2.7,0.317,0.342
403200,33.582,0.105,4.1,27.7,2.6,0.147,0.197
406800,31.616,0.085,4.8,27.400000000000002,3.0,0.015,0.071
410400,29.2,0.044,5.4,26.900000000000002,3.8000000000000003,0.0,0.025
414000,26.732,0.0030000000000000005,6.0,22.3,3.9,0.0,0.0
417600,24.944,0.0,6.3,20.1,3.9,0.0,0.0
421200,23.44,0.0,6.100000000000001,15.5,3.3999999999999995,0.0,0.0
424800,21.853,0.0,4.5,12.8,3.2,0.0,0.0
428400,20.219,0.0,3.6,8.3,2.2,0.0,0.0
432000,-7.385,0.0,37.5,0.3,1.8000000000000003,0.0,0.0
435600,-7.785,0.0,37.1,0.3,1.6,0.0,0.0
439200,-7.922999999999999,0.0,42.6,0.3,1.6999999999999997,0.0,0.0
442800,-8.129,0.0,39.9,0.3,1.5,0.0,0.0
446400,-8.297,0.0,46.0,0.3,1.6999999999999997,0.0,0.0
450000,-8.502,0.0,67.9,0.3,2.2,0.0,0.0
453600,-8.726,0.0,93.69999999999999,0.3,3.3000000000000003,0.0,0.0
457200,-8.55,0.026000000000000002,86.9,0.3,4.3,0.05,0.062000000000000006
460800,-7.409,0.07100000000000001,70.8,0.3,4.1,0.137,0.196
464400,-5.841,0.077,68.1,0.3,4.3,0.41100000000000003,0.465
468000,-4.448,0.074,69.60000000000001,0.3,4.6000000000000005,0.541,0.574
471600,-3.499,0.073,67.6,0.3,4.8,0.555,0.582
475200,-2.9650000000000003,0.07100000000000001,59.7,0.3,4.7,0.47100000000000003,0.507
478800,-2.956,0.064,60.800000000000004,0.3,4.8,0.307,0.349
482400,-3.779,0.039,57.1,0.3,4.1,0.101,0.12400000000000001
486000,-5.58,0.002,62.5,0.3,4.0,0.002,0.0
489600,-6.226,0.0,68.9,0.3,4.3,0.0,0.0
493200,-6.726999999999999,0.0,73.0,0.3,4.6000000000000005,0.0,0.0
496800,-7.268,0.0,69.60000000000001,0.3,4.9,0.0,0.0
500400,-7.81,0.0,75.5,0.3,5.6000000000000005,0.0,0.0
504000,-8.323,0.0,81.3,0.3,5.800000000000001,0.0,0.0
507600,-8.595,0.0,77.0,0.3,5.3,0.0,0.0
511200,-8.578,0.0,49.8,0.3,4.7,0.0,0.0
514800,-8.268,0.0,42.800000000000004,0.3,3.5,0.0,0.0
